gene,logfoldchanges,pvals,pvals_adj
SSU72,0.6182074,0.00010456898244065883,0.0034371911772925973
STRN4,2.0146234,0.00010472742019280316,0.003438300945329911
IGBP1,0.724783,0.00010512450628713702,0.003447233810210065
PGM2L1,1.428809,0.00010584284415018158,0.003466667406144546
YIPF5,1.4746835,0.00010616359000219859,0.003473048025006682
ATP6V1E1,0.6574103,0.00010656581219518201,0.0034820757923207696
BRK1,0.79137224,0.00010778112393125525,0.0035176187405635
DST,0.895635,0.00010810740886323372,0.0035240970704849403
DAB2,0.86141616,0.00010868065116586129,0.003538600941974171
CD81,0.6889513,0.00010909186448334497,0.0035478012249076504
LSM3,0.67486817,0.00010950454542899612,0.003557027507468616
CNRIP1,1.0103143,0.00011025108516267994,0.0035770640313133968
ERH,0.7307978,0.00011362750966668555,0.0036822790382936006
UFM1,1.3210281,0.0001148321276132097,0.0037169488442688934
PLAT,2.2521026,0.00011561287436017253,0.003737833351822788
XRCC5,0.686463,0.00011657391947907637,0.003764491277978885
PDGFB,1.1767708,0.00011754249494006866,0.003791329737376858
THY1,4.8556824,0.00011834060527031227,0.003811028564713662
STAU1,0.7463066,0.00011842959895422468,0.003811028564713662
FEZ2,0.655937,0.00011923338681872483,0.0038308382587795165
PSMD4,0.7393256,0.00011932301342706521,0.0038308382587795165
RPL36AL,0.7865505,0.00012022278019731554,0.003855237014280893
NGFRAP1,0.67483103,0.00012058447496894175,0.003862344542036557
COPE,0.7113433,0.00012112894135794678,0.003875282998572455
DDX21,0.7002852,0.00012149320572897086,0.00388243294043286
FLNB,0.8151127,0.00012342259826291248,0.0039395236283502316
SOCS2,0.6894705,0.00012425829160496834,0.003961612908533892
KDELR2,0.7118637,0.00012509931689417026,0.003979226022269236
C16orf13,0.66973823,0.00012538084900748302,0.0039835864676594085
PIK3C2B,1.4702779,0.00012566297825768573,0.00398795582783712
HMG20B,0.9635209,0.0001265129606429175,0.004010315435184343
SRM,1.8489549,0.00012698751163879783,0.004020736619948067
C4orf27,1.7654796,0.00012775028446167762,0.00404024924872035
CCT7,0.7260745,0.0001310405031539146,0.004139558987375323
COA3,0.68748146,0.00013241837284751765,0.004178299641177164
SHFM1,0.73081565,0.00013380988576371835,0.004217381748104942
LAMTOR5,0.6980838,0.0001384796265591468,0.004359578928365468
UBTD1,2.8756814,0.00014066212048048217,0.004418200408440475
TAX1BP3,0.7660478,0.00014501687540136705,0.00454980135360512
RHOJ,0.8056333,0.00014631525996226246,0.004583518422186609
ITPA,1.2968196,0.00014642395133607957,0.004583518422186609
SPG21,0.8988114,0.00014664156220616607,0.004585125853199147
POLR2E,0.6873447,0.000147077697822743,0.004588358315108152
ABI3,1.1679814,0.000147077697822743,0.004588358315108152
FMNL3,1.6569401,0.00014949835719559824,0.004658605304791196
CCNG1,1.6257116,0.0001503878594387237,0.004681034297518197
DCTPP1,1.0205774,0.0001531997751664248,0.00476318308854528
CCL18,1.5561028,0.0001551400672177587,0.004816220658274208
SYPL1,0.6156463,0.00015525491932720905,0.004816220658274208
NHP2,0.708104,0.00015606112771570575,0.004835790764206442
MAF1,0.67620486,0.00015721969151206438,0.004866222954567578
TPM3,0.761918,0.00015791871019342244,0.004876911746600453
HADHB,0.62641644,0.00015791871019342244,0.004876911746600453
SNHG7,0.6245788,0.00015873792857962714,0.004896727734193465
ARF5,0.7883187,0.0001590902450413575,0.004902112600838612
LAMTOR4,0.71518433,0.00015991518061895144,0.004922032199898931
PHB2,0.7232329,0.00016074414028159197,0.004942031104443415
USP22,0.9011782,0.00016494994111691252,0.005058161099525632
SMIM10L1,1.2981787,0.00016507161467739026,0.005058161099525632
SWAP70,0.8138501,0.00016507161467739026,0.005058161099525632
FAM118A,0.96427876,0.00016727623020005992,0.005120026499952555
SCARB1,1.4381833,0.00016950852245115427,0.00518260092256977
MAGOH,0.6042997,0.0001721482743201389,0.005257480741086147
SREK1IP1,0.73772734,0.00017265544789566489,0.005267137104056024
PEBP1,0.6865163,0.0001752124644055783,0.00533923684351054
FAM127B,0.9573192,0.000177023519734754,0.005388470890998946
LRRC59,1.6691307,0.00017741388641011349,0.005394399293735512
ITSN2,0.631525,0.00017885216722058955,0.005432142144944293
ASNA1,0.9069242,0.00017924632423562415,0.005438124455192567
EDF1,0.82313794,0.00018202837772630625,0.005514445532308386
TSPAN15,0.87219673,0.00018216186380205017,0.005514445532308386
MYDGF,0.6726899,0.00018256287442254426,0.005520525165378209
JTB,0.6626004,0.00018444525528471057,0.005571337623484938
GGCT,1.0228099,0.0001855290779147668,0.005597944103647089
STUB1,0.7835154,0.0001881271982239784,0.0056701331941211765
PPIA,0.7324588,0.0001895083282043164,0.0057055247546055
ETHE1,1.0413923,0.0001897856953433783,0.00570764439059944
SEPT2,0.6644194,0.0001902024615443932,0.005707729580491051
RPL17,0.6297587,0.0001902024615443932,0.005707729580491051
ACP1,0.6541014,0.00019258043059712217,0.005772807733703734
MRPL4,1.0178361,0.00019286202127996027,0.0057749715774796356
LYL1,1.0083969,0.00019370911672333832,0.005794045575917814
YIF1A,1.048371,0.00019413397441094045,0.005800462347025911
CXXC5,1.2183081,0.0001948440170232945,0.005815376949641143
NUDT14,0.8776542,0.00019770866341841327,0.005894496778111353
ZCRB1,0.7394134,0.00019886556422220967,0.005922585885658854
EIF4H,0.5962079,0.00020046669111023808,0.005963829997236403
ARL2,0.6609381,0.0002083524052366596,0.006191748525448921
KLHDC8B,1.7354027,0.00020941543250490912,0.006216640255780822
GNAI2,0.7442057,0.0002106365574833054,0.006243992963029814
RALGDS,0.8755219,0.00021078966743711498,0.006243992963029814
RAB2A,0.644252,0.0002117105243130172,0.00626454167328797
PNRC1,0.64668745,0.00021309889577876984,0.0062988653245304544
WAC,0.7643829,0.00021402922181334614,0.006319590877054025
TMA7,0.81838036,0.00021511942225474273,0.006344987622397106
CDK4,1.0042523,0.00021873833551259268,0.006444835274322949
ZNF106,1.0792537,0.00021937351719631364,0.006456651928751267
RNF187,1.1180956,0.00021985103943690724,0.006463808065662076
PVRL2,0.6394452,0.00022144983766376802,0.006503880322781038
MYO10,0.5941046,0.00022386851315000668,0.0065679211230328565
ARPC1A,0.60713696,0.0002246802336534427,0.0065847305884108856
TFG,0.7601648,0.00022598473528677343,0.006613698550637635
COX14,0.73145866,0.00022614829694870149,0.006613698550637635
WDR33,0.93860793,0.00023194345746859537,0.006775992235242503
CARD19,0.95544535,0.00023328749215430807,0.006808044929768792
CCDC12,0.69827163,0.00023446951442250148,0.006833019779362859
SNRPB,0.69375396,0.0002346388328035618,0.006833019779362859
PHF14,0.6055483,0.00023548714709819784,0.006850490023917828
PRMT2,0.8002547,0.00023770625239897853,0.006907758723560622
MPRIP,1.0044401,0.0002383929917189729,0.006920423079606142
PAFAH1B2,0.8875831,0.00024011799286688973,0.006963169303136787
CRIM1,0.6291869,0.00024063777243649523,0.006968618168155423
C19orf24,1.0289735,0.00024081126674349546,0.006968618168155423
AKR7A2,1.3631078,0.00024255267606924626,0.007011653774253326
UBN1,1.618173,0.0002441300385895483,0.007049861993950328
IFT20,0.9689152,0.0002474916799577959,0.007137134692055641
IL32,0.70801735,0.000247669805652957,0.007137134692055641
PA2G4,0.61850387,0.00024999640932137724,0.007196660726790127
CAPZB,0.63331634,0.0002523435000086414,0.007254303811474218
WNK1,1.1088592,0.0002525248987966948,0.007254303811474218
HSPD1,0.77333,0.00025507735681035165,0.0073200034819103825
F2R,2.4580376,0.00025599479761198373,0.007336339558054314
NOP10,0.7409947,0.00025617865669759607,0.007336339558054314
VTI1B,0.92318153,0.00026194008806185,0.007485786267947875
SH3BP2,1.1736319,0.00026194008806185,0.007485786267947875
MTCH1,0.62494636,0.0002638243801026056,0.007521657526379581
ARPC4,0.62321573,0.0002638243801026056,0.007521657526379581
SOD2,0.58647346,0.0002640135066188786,0.007521657526379581
ATP6V0D1,0.69208294,0.0002685908550874525,0.00763628721814615
FDX1,0.68778795,0.00026974675982089854,0.00766125246379067
CCNY,1.039295,0.0002720725714544747,0.007719359439888379
CTNNBIP1,1.162382,0.0002748097712228145,0.007789007061441705
ATP5I,0.6685425,0.00027520290003004664,0.007792141249516044
MYL6B,1.2904774,0.000275793581609114,0.007800856813965278
LAPTM5,0.8553968,0.00027678069200202487,0.007820756069704756
NDUFB10,0.64689714,0.00027796959488759874,0.007846310632354348
BLOC1S1,0.61406726,0.0002789640013437834,0.007866328455070407
NOP56,0.7595957,0.0002799617406424966,0.007886399268068204
HNRNPC,0.6671882,0.00028216854961331445,0.007940453327791823
GTF2I,0.6250812,0.00028257153467351533,0.007943687852422228
CHD3,2.086244,0.00028439164994204245,0.007986713769960943
AKT3,1.2918376,0.00029199037354607266,0.008189274771501736
MLLT4,0.59004307,0.0002921983601116001,0.008189274771501736
FGFR1OP2,0.9561201,0.00029344919670938255,0.008215981671930307
ATP5J,0.7542291,0.0002963873475553695,0.00828982786093507
AKR1A1,0.8158096,0.000298078638985121,0.008328685618978387
C8orf59,0.6022696,0.00029914028181736473,0.008349889364331259
CCT5,0.7158067,0.0002997789662561538,0.008359256149051779
ATP5F1,0.6765233,0.0003019171499074262,0.008410374909239394
YTHDF2,0.6103387,0.00030256138475699755,0.00841981621476133
YWHAZ,0.57985467,0.0003075434570726754,0.008549832116078872
FYTTD1,1.0636634,0.00030929428340748124,0.00858984667453325
APOE,0.9073726,0.00031017319211834826,0.00860558983122717
LRRC8A,0.94166785,0.00031105443882362014,0.0086213661446008
FLOT1,0.61057097,0.00031193802926323213,0.00863717567371628
UTRN,0.5460793,0.00031260226362870414,0.008646885884004415
GTF2H5,0.746295,0.0003130458219541847,0.008647947943389028
RSF1,0.6144464,0.0003132678220119529,0.008647947943389028
LYPLA1,0.9130548,0.00031393470684862036,0.008657691345471253
CHST1,1.8472279,0.0003143800348629141,0.008658801740230442
MAP2K2,1.4733499,0.00031460292057839225,0.008658801740230442
DBI,0.6737064,0.0003163913392658265,0.008694339852926017
PLCB1,2.568105,0.000316839928645683,0.008694339852926017
SGCB,1.499888,0.000316839928645683,0.008694339852926017
PLS3,0.6379118,0.0003177388941501602,0.008701691383190782
ARF4,0.6723801,0.0003177388941501602,0.008701691383190782
NDUFS3,0.81833464,0.00032045013721764226,0.008764748914153884
PHB,0.6469922,0.00032067704889336674,0.008764748914153884
MRPL34,0.66402435,0.00032135868663070373,0.008774683029605494
RABAC1,0.7005711,0.00032249776408441833,0.008797075507339356
SYNCRIP,0.6467515,0.0003263989575389411,0.00889219830530021
NDUFS6,0.6189968,0.00032662980938679787,0.00889219830530021
SLTM,0.5848547,0.0003273232820924463,0.008902289421642489
LAMB1,2.571688,0.00032964482205121375,0.008956595963082141
RBM25,0.5896012,0.0003331560393016949,0.009043087846321006
STC1,1.6031845,0.0003412447744118479,0.009253538238672507
H3F3A,0.40960696,0.00034244967512193496,0.009277089528990886
MAPRE1,0.690292,0.0003434164600595674,0.00929415028019897
EMC8,1.7288712,0.0003460883003227863,0.00935727759441353
STRAP,0.6663649,0.0003480436567139471,0.009400928467049199
FUNDC2,0.619979,0.00035025578254754955,0.009451422672305598
HBEGF,0.97350913,0.0003547195421658705,0.00956251762839724
C1orf123,0.7825709,0.00035672046414050255,0.009597694595187101
STK25,0.8754253,0.00035747352743176387,0.009608581812391017
KDSR,1.227821,0.0003607540137277067,0.009687316641268446
PYCARD,0.8129889,0.00036278674406977057,0.009720350376584596
PIN4,0.6722664,0.00036278674406977057,0.009720350376584596
WASF2,0.71852577,0.00036304158705787706,0.009720350376584596
SDHAF2,0.92341924,0.00036559923959700286,0.00977933640116988
POLR2G,0.59365606,0.00036688437435976253,0.009801587152342256
OXA1L,1.1423966,0.0003671419076209134,0.009801587152342256
SRP19,0.7758518,0.00036946732458806395,0.00985412947532846
CCDC25,1.0380875,0.00037050525695829305,0.00986273549845155
KLF6,0.6063615,0.00037311202612284113,0.009910393023000874
MEA1,0.8128679,0.00037337364387910317,0.009910393023000874
SPTSSA,0.8663581,0.00037442183069041814,0.009928658891134954
PLOD1,1.5915464,0.00037520977527588444,0.009939995372294275
PEF1,0.8744931,0.000375999269669191,0.00994181002774396
MRPL12,0.8243398,0.000375999269669191,0.00994181002774396
AKR1B1,0.6523674,0.0003789073873219333,0.01000910721031061
MRPL36,0.7825028,0.00038103557226507636,0.010055692834379211
PIM3,0.6168736,0.0003829068935022638,0.010095417121420105
RAB4A,1.148431,0.00038424880653408036,0.010121120904103982
C19orf70,0.56962353,0.0003847868013640317,0.010125620618337085
MT-ND4L,0.66945004,0.000385325500102244,0.010130130259122674
KCNC4,1.8882618,0.000386405012695669,0.010148835657258246
MYADM,0.67216486,0.000387758378042784,0.010174691293685915
NAV1,1.5001711,0.00038884425830464504,0.010193485699168727
APOPT1,0.97357416,0.0003904784080067807,0.010226603547968659
RBMS1,0.5837659,0.00039431641404248023,0.010317322643703528
HOMER3,1.3465266,0.000395695651816263,0.010343596858567679
CTSD,0.5459043,0.0003979118114157101,0.010391677968960655
SF3B1,0.5487073,0.000400698318972901,0.010454548950458527
ROCK2,0.96890485,0.00040153781952057926,0.010466550081983493
FKBP2,0.6083695,0.00040265970973796543,0.0104858824127985
ZNHIT3,1.4795879,0.00040576002518809853,0.010556650919469229
CCT2,0.6619132,0.00040774454821546974,0.010598283836650542
RAB11B,0.6137868,0.00041059531287901163,0.010662332898848761
CHCHD1,0.7120889,0.0004123146963665894,0.010696909403949014
YWHAQ,0.6548391,0.0004169326524424731,0.010806549519791845
TCEB1,0.5617473,0.00041751328129426745,0.010811437813646298
TWF2,1.1073529,0.000420427769784358,0.010876695154890268
MAP4,0.7031518,0.0004224792040772834,0.010916886297733096
ATP6V0B,0.61296666,0.0004227730279925646,0.010916886297733096
RBPJ,0.68457955,0.0004245399824780317,0.010949629545616263
TADA3,1.2986721,0.0004248351444560665,0.010949629545616263
UQCC3,0.85527617,0.0004289875831646604,0.011046330129332404
MRPS5,0.7284032,0.0004298823076980418,0.011048736516026652
NDUFA8,0.57326156,0.0004298823076980418,0.011048736516026652
KRTCAP2,0.5747231,0.0004319767783042091,0.011089608022031206
ZFP36L2,0.64508,0.0004322767649461,0.011089608022031206
MRPS34,0.64339304,0.0004358918077546961,0.011156363016006376
MECOM,1.1016016,0.000436497051790227,0.011156363016006376
NIFK,1.3674241,0.000436497051790227,0.011156363016006376
LSM1,0.6808704,0.00043710308028324424,0.01115892081004316
MRPS26,0.84807825,0.0004374063889932793,0.01115892081004316
DNAJC19,0.7328382,0.000440145022350594,0.01121840982105793
KHDRBS1,0.547393,0.00044075577724650634,0.01122360371643966
ALDOA,0.7409698,0.0004419796610382067,0.011244386616339173
ATRX,0.6134242,0.00044659753415703194,0.01135139796956924
AP2A2,1.2722803,0.0004493898325606271,0.011409251800606575
C1orf54,0.5470576,0.0004503242137136829,0.01141455989503304
ACTR2,0.58909464,0.0004509481414394456,0.011419878645194703
RAB32,1.2823722,0.00045628419377660685,0.011544408711900243
FHL3,2.2297425,0.0004569158237696551,0.01154979338947713
ELK3,0.6343374,0.0004661666281152395,0.011772841822492743
PPID,1.6648607,0.0004681022756422141,0.011810909933816085
HDAC2,0.74921733,0.00047362740740491174,0.01193939363931687
DNAJB11,0.6860628,0.0004755919354195884,0.011977967484019553
ESF1,0.687095,0.00047657704730451756,0.011980894995956231
PAFAH1B3,1.5001259,0.0004811994535835294,0.012072425452010878
BDP1,0.68728447,0.00048153122043701374,0.012072425452010878
COMMD9,1.2883004,0.00048153122043701374,0.012072425452010878
ENTPD1,0.60540545,0.0004855290987552866,0.012161599895979378
FGD5,0.9056896,0.0004872039999300212,0.012192479047250567
INO80C,1.0161502,0.0004912457723222495,0.012282480425297369
AC090498.1,1.1711398,0.0004925999632880434,0.012305182778584839
DAD1,0.7620442,0.0004939576346388815,0.012327930903231742
NDUFA10,0.72385,0.000495318794581154,0.012350724879709825
ANKRD10,0.95741343,0.0004973670935975557,0.012390595941493577
CMC1,1.0402391,0.0004983942022378787,0.012404977715989366
TACC1,0.5503787,0.0005070306726811933,0.012608558964113569
URM1,0.7589614,0.0005115765806072895,0.012710143189178224
TSN,1.1092728,0.0005126310178765175,0.012724876877586498
ALG5,1.2724594,0.0005133351011741844,0.012730895162033865
LMO4,0.84447765,0.0005168690587536812,0.012807021475569648
PPP2CB,0.67134106,0.0005197125377950144,0.01286591774444426
BCL7B,0.8033322,0.0005232873896769903,0.01293120038755559
EIF4G3,1.8228588,0.0005261637571336872,0.012990639296537893
RIC8A,1.2240318,0.0005392906790378537,0.013290936860148286
EIF4EBP1,1.106976,0.0005392906790378537,0.013290936860148286
PLA2G16,0.5608491,0.0005400288248236301,0.013297245474094707
GRINA,1.1661851,0.0005415079411646667,0.013316242696441825
CELF1,0.7071515,0.0005418783095458168,0.013316242696441825
SREK1,0.61610794,0.0005422489139206675,0.013316242696441825
TMCC3,0.9410281,0.0005429908312027252,0.01332259888159142
NUDC,0.5848788,0.0005452222612433814,0.013365457351617753
MRPL28,0.73299277,0.0005463411770895151,0.013380991990918871
ABRACL,0.7415123,0.0005474622318041623,0.01339655140079431
PSMD7,0.60035175,0.0005512145763745352,0.013476414527710047
NCOA1,1.1727289,0.0005527222112862751,0.013501304820950306
RNF10,1.1705508,0.000556888035835251,0.013591025002004027
UFC1,0.5808684,0.0005580292347382189,0.013606834867913883
PPCS,0.764169,0.0005637679733455322,0.0137225005903999
LMAN2,0.45815083,0.0005656930678834104,0.013757216425122303
NAP1L4,0.7597282,0.000568785957012263,0.013820245922893559
SNRPF,0.56684834,0.0005730643971203108,0.013911945373049234
BCAP29,0.65912735,0.0005742364346044171,0.01392813754927055
ANXA6,1.5673811,0.0005789469404059112,0.014030051601506345
CYC1,0.5729104,0.0005797355137412372,0.014034061381548325
EIF3B,1.0867227,0.0005801301753196421,0.014034061381548325
RWDD1,0.57206756,0.0005856817676129651,0.014143547974807661
DAP,1.5735942,0.0005856817676129651,0.014143547974807661
TESC,3.3492866,0.0005904795991847045,0.01424693472118616
TRAPPC2L,0.72780937,0.0005924894732209006,0.014282932423501744
KMT2E,0.52360106,0.0006018171826385702,0.01449512162690523
GYPC,0.63706887,0.0006059151852929105,0.014568377489108882
SSRP1,0.9116043,0.0006059151852929105,0.014568377489108882
GPBP1,0.58180964,0.0006079739113278832,0.014605143315853976
INHBB,2.9529881,0.0006121109066600916,0.014691727227042654
CTSB,0.56100047,0.0006129414428944764,0.014698868793168583
PITPNC1,1.7833549,0.0006146056622004963,0.014725973025339087
HGSNAT,0.84914213,0.0006204635989619208,0.014840542178813402
RAPGEF5,0.5277365,0.0006221468122542093,0.014867907095620957
IDH2,0.8581991,0.0006276466420784575,0.014986354195012729
TIMM10,1.1231886,0.0006297739793079911,0.015024140831622646
PPP1R18,1.0835644,0.0006314806766508291,0.015051835869210516
SYF2,0.5732604,0.0006387822531380091,0.015199600497877493
CFDP1,0.5563874,0.0006387822531380091,0.015199600497877493
SHISA5,0.5312454,0.0006431139028977809,0.01528947863285776
LYPLA2,1.8518173,0.0006448542001002928,0.015317647829772503
COX6B1,0.68510836,0.0006492241242933105,0.015394929406501218
UQCR11,0.6846116,0.0006492241242933105,0.015394929406501218
CNIH1,0.70439523,0.000650101407419041,0.015402488499830166
RNF19A,0.78338003,0.0006536215763565075,0.015472597281338853
REPIN1,1.7997669,0.0006549462035703556,0.015490657291649456
THRAP3,0.53709507,0.0006571594644936545,0.01551639016421747
SF3A1,1.6762686,0.000662946534554717,0.01563681205296769
AFAP1L1,0.669247,0.0006633936508076074,0.01563681205296769
MAP3K11,0.5693628,0.0006642887246004226,0.01564453838345897
THUMPD1,1.0565284,0.0006651849211806015,0.015652277949077326
TXNL4A,0.98937774,0.0006665313240922451,0.01567058896488997
RAB1B,0.8796824,0.0006692317348160371,0.01572067528343839
YES1,0.5867494,0.0006728481068292352,0.01576533992365051
SNRPG,0.5535772,0.0006728481068292352,0.01576533992365051
LASP1,0.8109269,0.0006728481068292352,0.01576533992365051
SPCS1,0.52714497,0.0006751175564687502,0.01580508656391782
RPL7L1,0.66106576,0.0006893477292773697,0.01612453916710034
SIVA1,0.5657934,0.0006921339565968365,0.016175991741548778
CYTH2,0.7361691,0.0006958652093292859,0.016249424845794284
GPRC5B,1.6507641,0.0006968009390427832,0.016257509557463516
MRPL47,0.76193327,0.0007014971534357799,0.01635324471466774
NAA20,0.8618888,0.0007048019859525067,0.01641074414096954
ZSWIM7,0.9635734,0.0007052752841960611,0.01641074414096954
CTNNA1,0.5653404,0.00070574887777177,0.01641074414096954
HDAC5,1.3200288,0.0007095482785386074,0.01648519159691467
WDR82,1.1186,0.0007186481565469667,0.016682557964017044
MAF,1.5664228,0.0007283440277421713,0.016893415977353745
MRPL15,1.3621867,0.000729320269239936,0.016901844021091558
RPS6KA2,0.6149171,0.000732256291598955,0.016955637287754812
SEMA6B,3.55819,0.0007361880680559216,0.0170294939777692
CPD,0.54902035,0.0007366809165087625,0.0170294939777692
PROCR,0.946486,0.0007401394458578484,0.017095113599554224
PPP2R5A,0.6435809,0.0007486016135263168,0.017276096483538714
NCKAP1,0.8872083,0.0007566480005959774,0.017447189431802564
ARL16,0.90041673,0.0007581656100764964,0.0174675782745945
TES,1.8849596,0.00076222639760852,0.017543550655133737
S100A11,0.685835,0.0007627354135726069,0.017543550655133737
FAM129B,0.9234499,0.0007647746352018815,0.01757579574133124
TMEM256,0.7942588,0.0007745302480508934,0.017785175004785624
TP53,1.309733,0.0007755638474649218,0.017794092999490526
UPF3A,0.51515937,0.000779711063006428,0.017874373811796566
MANSC1,1.3108181,0.0007859704994108988,0.01800290235278552
ATN1,1.2195367,0.0007880673215688725,0.018018060887252833
ATXN10,0.9876341,0.0007880673215688725,0.018018060887252833
ZNF580,0.83311534,0.000788592337766124,0.018018060887252833
KIF1C,1.232473,0.0007896433442292831,0.018024226564763327
YWHAG,0.87135226,0.0007901693348610799,0.018024226564763327
HSBP1,0.6534893,0.00079386038451934,0.01807851501591607
MRPL54,0.610973,0.00079386038451934,0.01807851501591607
MCTS1,0.6583453,0.0007949179055372571,0.01808766171526937
SLFN5,0.5427623,0.0007996929494442346,0.018166336210686244
UHMK1,1.110859,0.0007996929494442346,0.018166336210686244
KLHDC3,0.8711532,0.0008007576789506388,0.01817268949555883
RBPMS,0.9799606,0.0008039597659946496,0.0182182435715698
TP53I3,1.7624863,0.0008152608808049963,0.018444023437932885
LLPH,1.048375,0.0008152608808049963,0.018444023437932885
AHR,0.6415089,0.0008190605544195729,0.018514796696543427
CD164,0.6690216,0.0008217846592570834,0.018561160796881117
NTPCR,1.012452,0.0008267092407785922,0.018641854000157002
TNIP2,1.0234928,0.00082780730364375,0.018651364231934097
DESI2,1.328882,0.0008311096156371841,0.018710482432687563
MFSD10,0.8279568,0.0008355317096435217,0.018794692894411942
DDX46,0.55898285,0.0008371956142627324,0.018801450040828692
EIF4G1,0.5783901,0.0008399756203537587,0.01884853348910981
C12orf10,0.83884335,0.0008422057875647518,0.01888038240847686
PIGT,0.8965698,0.000842764186845856,0.01888038240847686
PPP1CA,0.5679064,0.0008466826070941542,0.018952770242242355
CUEDC2,0.67405283,0.0008511814889109907,0.01903519836934503
EIF5A,0.61285394,0.0008517454053148078,0.01903519836934503
SNX17,0.52750766,0.0008534392340725699,0.01905480350712486
PPIG,0.50646937,0.0008540045374866316,0.01905480350712486
SNRPB2,0.5495297,0.0008551361862208308,0.01906462873370903
PLD3,0.6721923,0.0008568362670002328,0.01908710062304719
PCDH12,0.73894596,0.0008613851512136298,0.019172945682138405
MAP3K13,0.9490446,0.0008676764382593023,0.019297403882512127
COPS8,0.89860654,0.0008722786509663334,0.019384126217848144
ITGAE,1.3445462,0.0008774831877841445,0.01948127765576478
AP3S1,0.6223997,0.0008780632433865989,0.01948127765576478
HMGN2,0.5537027,0.0008809688574468866,0.01953003147159987
CCNC,0.9399436,0.0008891520659201153,0.019695610983088307
